algo,heuristic,epsilon,difficulty,instance_id,solved,cost,optimal_cost,subopt_ratio,nodes_expanded,nodes_generated,elapsed_ms
ees,manhattan,1.5,hard,17,True,47,45,1.0444,1752116,3301378,43177.76
ees,manhattan,1.5,hard,18,True,42,36,1.1667,310,630,5.11
ees,manhattan,1.5,hard,19,True,45,41,1.0976,167998,328930,3141.07
weighted_astar,manhattan,2.0,easy,0,True,40,30,1.3333,5241,10694,32.21
weighted_astar,manhattan,2.0,easy,1,True,10,10,1.0,11,26,0.08
weighted_astar,manhattan,2.0,easy,2,True,26,26,1.0,455,950,3.53
weighted_astar,manhattan,2.0,easy,3,True,20,20,1.0,21,47,0.13
weighted_astar,manhattan,2.0,easy,4,True,21,21,1.0,2144,4417,12.06
weighted_astar,manhattan,2.0,easy,5,True,33,25,1.32,126,270,1.15
weighted_astar,manhattan,2.0,easy,6,True,28,28,1.0,38,84,0.24
weighted_astar,manhattan,2.0,easy,7,True,21,21,1.0,22,43,0.12
weighted_astar,manhattan,2.0,easy,8,True,19,19,1.0,88,191,0.52
weighted_astar,manhattan,2.0,easy,9,True,23,19,1.2105,36,80,0.29
weighted_astar,manhattan,2.0,easy,10,True,20,20,1.0,367,763,2.09
weighted_astar,manhattan,2.0,easy,11,True,19,19,1.0,72,149,0.39
weighted_astar,manhattan,2.0,easy,12,True,24,22,1.0909,35,76,0.19
weighted_astar,manhattan,2.0,easy,13,True,19,19,1.0,34,72,0.17
weighted_astar,manhattan,2.0,easy,14,True,28,28,1.0,494,1029,2.65
weighted_astar,manhattan,2.0,easy,15,True,20,20,1.0,49,105,0.26
weighted_astar,manhattan,2.0,easy,16,True,23,23,1.0,1130,2363,6.19
weighted_astar,manhattan,2.0,easy,17,True,21,19,1.1053,82,174,0.45
weighted_astar,manhattan,2.0,easy,18,True,22,20,1.1,280,579,2.43
weighted_astar,manhattan,2.0,easy,19,True,17,17,1.0,31,68,0.21
weighted_astar,manhattan,2.0,medium,0,True,40,36,1.1111,8257,16636,51.29
weighted_astar,manhattan,2.0,medium,1,True,32,32,1.0,791,1608,4.23
weighted_astar,manhattan,2.0,medium,2,True,28,28,1.0,732,1509,4.19
weighted_astar,manhattan,2.0,medium,3,True,23,23,1.0,339,728,1.9
weighted_astar,manhattan,2.0,medium,4,True,38,32,1.1875,454,974,3.31
weighted_astar,manhattan,2.0,medium,5,True,30,24,1.25,790,1685,4.5
weighted_astar,manhattan,2.0,medium,6,True,31,31,1.0,1561,3150,8.68
weighted_astar,manhattan,2.0,medium,7,True,35,33,1.0606,382,804,2.93
weighted_astar,manhattan,2.0,medium,8,True,31,31,1.0,382,805,2.14
weighted_astar,manhattan,2.0,medium,9,True,44,36,1.2222,1362,2821,8.53
weighted_astar,manhattan,2.0,medium,10,True,40,38,1.0526,948,1946,7.7
weighted_astar,manhattan,2.0,medium,11,True,38,32,1.1875,8050,16093,49.39
weighted_astar,manhattan,2.0,medium,12,True,34,30,1.1333,509,1052,2.75
weighted_astar,manhattan,2.0,medium,13,True,34,30,1.1333,1265,2631,7.59
weighted_astar,manhattan,2.0,medium,14,True,31,31,1.0,2222,4517,12.61
weighted_astar,manhattan,2.0,medium,15,True,28,24,1.1667,432,915,3.11
weighted_astar,manhattan,2.0,medium,16,True,24,24,1.0,97,209,0.58
weighted_astar,manhattan,2.0,medium,17,True,25,25,1.0,519,1054,2.66
weighted_astar,manhattan,2.0,medium,18,True,42,36,1.1667,24484,48691,155.99
weighted_astar,manhattan,2.0,medium,19,True,43,33,1.303,580,1200,4.04
weighted_astar,manhattan,2.0,hard,0,True,42,38,1.1053,90041,177101,624.93
weighted_astar,manhattan,2.0,hard,1,True,53,43,1.2326,5446,11155,33.21
weighted_astar,manhattan,2.0,hard,2,True,50,44,1.1364,3284,6608,19.37
weighted_astar,manhattan,2.0,hard,3,True,38,34,1.1176,489,1017,2.79
weighted_astar,manhattan,2.0,hard,4,True,44,36,1.2222,27417,54831,178.17
weighted_astar,manhattan,2.0,hard,5,True,35,33,1.0606,9220,18743,56.21
weighted_astar,manhattan,2.0,hard,6,True,59,51,1.1569,6055,12115,36.0
weighted_astar,manhattan,2.0,hard,7,True,51,47,1.0851,17270,34677,107.77
weighted_astar,manhattan,2.0,hard,8,True,44,36,1.2222,6093,12439,36.9
weighted_astar,manhattan,2.0,hard,9,True,55,45,1.2222,5458,11002,32.09
weighted_astar,manhattan,2.0,hard,10,True,59,53,1.1132,18303,37073,115.4
weighted_astar,manhattan,2.0,hard,11,True,36,32,1.125,5571,11169,33.4
weighted_astar,manhattan,2.0,hard,12,True,36,34,1.0588,6728,13765,42.04
weighted_astar,manhattan,2.0,hard,13,True,52,46,1.1304,2828,5715,17.02
weighted_astar,manhattan,2.0,hard,14,True,50,40,1.25,1485,3054,8.26
weighted_astar,manhattan,2.0,hard,15,True,40,34,1.1765,10160,20397,61.94
weighted_astar,manhattan,2.0,hard,16,True,47,43,1.093,804,1641,4.62
weighted_astar,manhattan,2.0,hard,17,True,49,45,1.0889,61566,121655,432.45
weighted_astar,manhattan,2.0,hard,18,True,40,36,1.1111,689,1454,4.02
weighted_astar,manhattan,2.0,hard,19,True,49,41,1.1951,3915,7976,29.16
focal_search,manhattan,2.0,easy,0,True,46,30,1.5333,2494,5104,27.72
focal_search,manhattan,2.0,easy,1,True,10,10,1.0,11,26,0.15
focal_search,manhattan,2.0,easy,2,True,34,26,1.3077,14361,28887,158.55
focal_search,manhattan,2.0,easy,3,True,20,20,1.0,21,47,0.3
focal_search,manhattan,2.0,easy,4,True,29,21,1.381,1126,2320,11.84
focal_search,manhattan,2.0,easy,5,True,33,25,1.32,76,164,0.84
focal_search,manhattan,2.0,easy,6,True,52,28,1.8571,15393,30736,176.85
focal_search,manhattan,2.0,easy,7,True,21,21,1.0,22,43,0.27
focal_search,manhattan,2.0,easy,8,True,25,19,1.3158,481,1011,6.19
focal_search,manhattan,2.0,easy,9,True,23,19,1.2105,286,593,3.0
focal_search,manhattan,2.0,easy,10,True,26,20,1.3,192,416,2.21
focal_search,manhattan,2.0,easy,11,True,33,19,1.7368,3917,7830,42.69
focal_search,manhattan,2.0,easy,12,True,24,22,1.0909,27,60,0.36
focal_search,manhattan,2.0,easy,13,True,33,19,1.7368,980,1997,10.23
focal_search,manhattan,2.0,easy,14,True,40,28,1.4286,112032,218035,1342.9
focal_search,manhattan,2.0,easy,15,True,20,20,1.0,42,88,0.58
focal_search,manhattan,2.0,easy,16,True,29,23,1.2609,232,496,2.61
focal_search,manhattan,2.0,easy,17,True,33,19,1.7368,154,326,1.59
focal_search,manhattan,2.0,easy,18,True,22,20,1.1,906,1844,10.4
focal_search,manhattan,2.0,easy,19,True,17,17,1.0,41,93,0.52
focal_search,manhattan,2.0,medium,0,True,44,36,1.2222,253,533,2.85
focal_search,manhattan,2.0,medium,1,True,44,32,1.375,17261,34424,219.81
focal_search,manhattan,2.0,medium,2,True,40,28,1.4286,128,272,1.52
focal_search,manhattan,2.0,medium,3,True,33,23,1.4348,147,310,1.52
focal_search,manhattan,2.0,medium,4,True,52,32,1.625,9019,18319,99.79
focal_search,manhattan,2.0,medium,5,True,28,24,1.1667,427,893,4.48
focal_search,manhattan,2.0,medium,6,True,35,31,1.129,325,686,3.66
focal_search,manhattan,2.0,medium,7,True,41,33,1.2424,8804,17852,94.6
focal_search,manhattan,2.0,medium,8,True,47,31,1.5161,1447,3005,16.64
focal_search,manhattan,2.0,medium,9,True,60,36,1.6667,61734,120716,716.54
focal_search,manhattan,2.0,medium,10,True,56,38,1.4737,274,591,3.72
focal_search,manhattan,2.0,medium,11,True,48,32,1.5,148453,289294,1745.16
focal_search,manhattan,2.0,medium,12,True,36,30,1.2,415,890,5.04
focal_search,manhattan,2.0,medium,13,True,46,30,1.5333,215,467,2.44
focal_search,manhattan,2.0,medium,14,True,37,31,1.1935,412,867,4.63
focal_search,manhattan,2.0,medium,15,True,36,24,1.5,697,1462,7.97
focal_search,manhattan,2.0,medium,16,True,24,24,1.0,63,132,0.72
focal_search,manhattan,2.0,medium,17,True,37,25,1.48,14969,30096,157.77
focal_search,manhattan,2.0,medium,18,True,40,36,1.1111,164683,320875,2031.35
focal_search,manhattan,2.0,medium,19,True,61,33,1.8485,1290,2658,14.73
focal_search,manhattan,2.0,hard,0,True,42,38,1.1053,7397,15000,80.55
focal_search,manhattan,2.0,hard,1,True,65,43,1.5116,7378,14883,82.08
focal_search,manhattan,2.0,hard,2,True,56,44,1.2727,453076,868744,5422.11
focal_search,manhattan,2.0,hard,3,True,56,34,1.6471,108907,212925,1309.02
focal_search,manhattan,2.0,hard,4,True,44,36,1.2222,130095,255089,1490.64
focal_search,manhattan,2.0,hard,5,True,41,33,1.2424,19966,39939,217.66
focal_search,manhattan,2.0,hard,6,True,71,51,1.3922,169674,331254,2113.6
focal_search,manhattan,2.0,hard,7,True,61,47,1.2979,86542,169472,1026.17
focal_search,manhattan,2.0,hard,8,True,56,36,1.5556,79792,159142,920.53
focal_search,manhattan,2.0,hard,9,True,73,45,1.6222,22988,45978,255.24
focal_search,manhattan,2.0,hard,10,True,69,53,1.3019,236274,460524,2855.47
focal_search,manhattan,2.0,hard,11,True,48,32,1.5,78961,154656,909.96
focal_search,manhattan,2.0,hard,12,True,40,34,1.1765,146270,288146,1719.18
focal_search,manhattan,2.0,hard,13,True,64,46,1.3913,32268,64386,350.57
focal_search,manhattan,2.0,hard,14,True,54,40,1.35,2423,4949,32.38
focal_search,manhattan,2.0,hard,15,True,38,34,1.1176,12990,26181,138.91
focal_search,manhattan,2.0,hard,16,True,65,43,1.5116,79500,156240,894.39
focal_search,manhattan,2.0,hard,17,True,57,45,1.2667,57373,112817,627.27
focal_search,manhattan,2.0,hard,18,True,52,36,1.4444,266,546,3.17
focal_search,manhattan,2.0,hard,19,True,61,41,1.4878,2804,5847,31.49
ees,manhattan,2.0,easy,0,True,46,30,1.5333,2494,5104,45.08
ees,manhattan,2.0,easy,1,True,10,10,1.0,11,26,0.76
ees,manhattan,2.0,easy,2,True,34,26,1.3077,14361,28887,265.37
ees,manhattan,2.0,easy,3,True,20,20,1.0,21,47,0.44
ees,manhattan,2.0,easy,4,True,29,21,1.381,1126,2320,19.55
ees,manhattan,2.0,easy,5,True,33,25,1.32,76,164,1.26
ees,manhattan,2.0,easy,6,True,52,28,1.8571,15393,30736,281.02
ees,manhattan,2.0,easy,7,True,21,21,1.0,22,43,0.38
ees,manhattan,2.0,easy,8,True,25,19,1.3158,481,1011,8.72
ees,manhattan,2.0,easy,9,True,23,19,1.2105,286,593,4.73
ees,manhattan,2.0,easy,10,True,26,20,1.3,192,416,3.3
ees,manhattan,2.0,easy,11,True,33,19,1.7368,3917,7830,66.86
ees,manhattan,2.0,easy,12,True,24,22,1.0909,27,60,0.75
ees,manhattan,2.0,easy,13,True,33,19,1.7368,980,1997,17.27
ees,manhattan,2.0,easy,14,True,40,28,1.4286,112032,218035,2112.79
ees,manhattan,2.0,easy,15,True,20,20,1.0,42,88,0.78
ees,manhattan,2.0,easy,16,True,29,23,1.2609,232,496,3.9
ees,manhattan,2.0,easy,17,True,33,19,1.7368,154,326,2.98
ees,manhattan,2.0,easy,18,True,22,20,1.1,906,1844,16.1
ees,manhattan,2.0,easy,19,True,17,17,1.0,41,93,1.07
ees,manhattan,2.0,medium,0,True,44,36,1.2222,253,533,4.58
ees,manhattan,2.0,medium,1,True,44,32,1.375,17261,34424,329.84
ees,manhattan,2.0,medium,2,True,40,28,1.4286,128,272,2.18
ees,manhattan,2.0,medium,3,True,33,23,1.4348,147,310,2.42
ees,manhattan,2.0,medium,4,True,52,32,1.625,9019,18319,171.53
ees,manhattan,2.0,medium,5,True,28,24,1.1667,427,893,7.05
ees,manhattan,2.0,medium,6,True,35,31,1.129,325,686,5.5
ees,manhattan,2.0,medium,7,True,41,33,1.2424,8804,17852,159.19
ees,manhattan,2.0,medium,8,True,47,31,1.5161,1447,3005,26.27
ees,manhattan,2.0,medium,9,True,60,36,1.6667,61734,120716,1152.73
ees,manhattan,2.0,medium,10,True,56,38,1.4737,274,591,5.88
ees,manhattan,2.0,medium,11,True,48,32,1.5,148453,289294,2851.77
ees,manhattan,2.0,medium,12,True,36,30,1.2,415,890,7.91
ees,manhattan,2.0,medium,13,True,46,30,1.5333,215,467,3.71
ees,manhattan,2.0,medium,14,True,37,31,1.1935,412,867,6.62
ees,manhattan,2.0,medium,15,True,36,24,1.5,697,1462,12.81
ees,manhattan,2.0,medium,16,True,24,24,1.0,63,132,1.04
ees,manhattan,2.0,medium,17,True,37,25,1.48,14969,30096,261.24
ees,manhattan,2.0,medium,18,True,40,36,1.1111,164683,320875,3210.24
ees,manhattan,2.0,medium,19,True,61,33,1.8485,1290,2658,23.62
ees,manhattan,2.0,hard,0,True,42,38,1.1053,7397,15000,131.78
ees,manhattan,2.0,hard,1,True,65,43,1.5116,7378,14883,131.98
ees,manhattan,2.0,hard,2,True,56,44,1.2727,453076,868744,8994.24
ees,manhattan,2.0,hard,3,True,56,34,1.6471,108907,212925,2081.88
ees,manhattan,2.0,hard,4,True,44,36,1.2222,130095,255089,2411.68
ees,manhattan,2.0,hard,5,True,41,33,1.2424,19966,39939,364.39
ees,manhattan,2.0,hard,6,True,71,51,1.3922,169674,331254,3341.69
ees,manhattan,2.0,hard,7,True,61,47,1.2979,86542,169472,1647.88
ees,manhattan,2.0,hard,8,True,56,36,1.5556,79792,159142,1625.39
ees,manhattan,2.0,hard,9,True,73,45,1.6222,22988,45978,421.1
ees,manhattan,2.0,hard,10,True,69,53,1.3019,236274,460524,4626.29
ees,manhattan,2.0,hard,11,True,48,32,1.5,78961,154656,1519.61
ees,manhattan,2.0,hard,12,True,40,34,1.1765,146270,288146,2842.82
ees,manhattan,2.0,hard,13,True,64,46,1.3913,32268,64386,614.86
ees,manhattan,2.0,hard,14,True,54,40,1.35,2423,4949,44.58
ees,manhattan,2.0,hard,15,True,38,34,1.1176,12990,26181,283.12
ees,manhattan,2.0,hard,16,True,65,43,1.5116,79500,156240,1480.24
ees,manhattan,2.0,hard,17,True,57,45,1.2667,57373,112817,1055.52
ees,manhattan,2.0,hard,18,True,52,36,1.4444,266,546,6.04
ees,manhattan,2.0,hard,19,True,61,41,1.4878,2804,5847,51.1
weighted_astar,manhattan,3.0,easy,0,True,46,30,1.5333,4817,9769,29.35
weighted_astar,manhattan,3.0,easy,1,True,10,10,1.0,11,26,0.08
weighted_astar,manhattan,3.0,easy,2,True,32,26,1.2308,353,747,1.96
weighted_astar,manhattan,3.0,easy,3,True,20,20,1.0,21,47,0.12
weighted_astar,manhattan,3.0,easy,4,True,31,21,1.4762,1559,3243,9.04
weighted_astar,manhattan,3.0,easy,5,True,33,25,1.32,79,171,0.52
weighted_astar,manhattan,3.0,easy,6,True,28,28,1.0,40,89,0.24
weighted_astar,manhattan,3.0,easy,7,True,21,21,1.0,22,43,0.11
weighted_astar,manhattan,3.0,easy,8,True,25,19,1.3158,187,391,0.99
weighted_astar,manhattan,3.0,easy,9,True,23,19,1.2105,35,77,0.19
weighted_astar,manhattan,3.0,easy,10,True,20,20,1.0,367,769,2.72
weighted_astar,manhattan,3.0,easy,11,True,19,19,1.0,136,285,0.75
weighted_astar,manhattan,3.0,easy,12,True,24,22,1.0909,27,60,0.15
weighted_astar,manhattan,3.0,easy,13,True,19,19,1.0,28,61,0.16
weighted_astar,manhattan,3.0,easy,14,True,34,28,1.2143,1453,3066,11.22
weighted_astar,manhattan,3.0,easy,15,True,20,20,1.0,44,94,0.72
weighted_astar,manhattan,3.0,easy,16,True,29,23,1.2609,951,1983,6.61
weighted_astar,manhattan,3.0,easy,17,True,23,19,1.2105,72,156,0.41
weighted_astar,manhattan,3.0,easy,18,True,22,20,1.1,185,381,0.96
weighted_astar,manhattan,3.0,easy,19,True,17,17,1.0,33,73,0.18
weighted_astar,manhattan,3.0,medium,0,True,42,36,1.1667,1431,2939,8.21
weighted_astar,manhattan,3.0,medium,1,True,34,32,1.0625,2820,5872,16.84
weighted_astar,manhattan,3.0,medium,2,True,36,28,1.2857,93,194,0.91
weighted_astar,manhattan,3.0,medium,3,True,29,23,1.2609,340,721,1.96
weighted_astar,manhattan,3.0,medium,4,True,46,32,1.4375,648,1361,3.63
weighted_astar,manhattan,3.0,medium,5,True,28,24,1.1667,395,851,2.15
weighted_astar,manhattan,3.0,medium,6,True,33,31,1.0645,991,2036,5.3
weighted_astar,manhattan,3.0,medium,7,True,41,33,1.2424,1947,4019,11.64
weighted_astar,manhattan,3.0,medium,8,True,51,31,1.6452,4069,8298,25.42
weighted_astar,manhattan,3.0,medium,9,True,48,36,1.3333,2275,4732,13.15
weighted_astar,manhattan,3.0,medium,10,True,40,38,1.0526,654,1375,4.37
weighted_astar,manhattan,3.0,medium,11,True,48,32,1.5,14626,29452,91.88
weighted_astar,manhattan,3.0,medium,12,True,34,30,1.1333,417,882,2.31
weighted_astar,manhattan,3.0,medium,13,True,40,30,1.3333,1266,2648,7.73
weighted_astar,manhattan,3.0,medium,14,True,31,31,1.0,1995,4095,11.93
weighted_astar,manhattan,3.0,medium,15,True,28,24,1.1667,129,278,0.71
weighted_astar,manhattan,3.0,medium,16,True,24,24,1.0,59,129,0.38
weighted_astar,manhattan,3.0,medium,17,True,37,25,1.48,1914,3943,10.49
weighted_astar,manhattan,3.0,medium,18,True,48,36,1.3333,57257,113701,400.11
weighted_astar,manhattan,3.0,medium,19,True,47,33,1.4242,1886,3891,11.99
weighted_astar,manhattan,3.0,hard,0,True,46,38,1.2105,19297,38748,124.22
weighted_astar,manhattan,3.0,hard,1,True,53,43,1.2326,487,1022,2.91
weighted_astar,manhattan,3.0,hard,2,True,62,44,1.4091,26657,53549,174.0
weighted_astar,manhattan,3.0,hard,3,True,38,34,1.1176,2668,5408,15.77
weighted_astar,manhattan,3.0,hard,4,True,50,36,1.3889,11259,22605,71.07
weighted_astar,manhattan,3.0,hard,5,True,37,33,1.1212,4732,9693,29.75
weighted_astar,manhattan,3.0,hard,6,True,73,51,1.4314,67493,133425,462.51
weighted_astar,manhattan,3.0,hard,7,True,63,47,1.3404,24935,50429,161.86
weighted_astar,manhattan,3.0,hard,8,True,56,36,1.5556,2439,5060,15.89
weighted_astar,manhattan,3.0,hard,9,True,65,45,1.4444,2011,4079,11.86
weighted_astar,manhattan,3.0,hard,10,True,71,53,1.3396,100427,197854,720.61
weighted_astar,manhattan,3.0,hard,11,True,48,32,1.5,2654,5415,16.48
weighted_astar,manhattan,3.0,hard,12,True,38,34,1.1176,1948,4027,11.88
weighted_astar,manhattan,3.0,hard,13,True,62,46,1.3478,11584,23374,78.29
weighted_astar,manhattan,3.0,hard,14,True,50,40,1.25,1323,2794,7.67
weighted_astar,manhattan,3.0,hard,15,True,40,34,1.1765,3672,7515,22.8
weighted_astar,manhattan,3.0,hard,16,True,51,43,1.186,513,1070,2.83
weighted_astar,manhattan,3.0,hard,17,True,59,45,1.3111,14177,28428,88.78
weighted_astar,manhattan,3.0,hard,18,True,42,36,1.1667,240,500,1.95
weighted_astar,manhattan,3.0,hard,19,True,57,41,1.3902,7384,15014,44.69
focal_search,manhattan,3.0,easy,0,True,72,30,2.4,666,1415,8.68
focal_search,manhattan,3.0,easy,1,True,10,10,1.0,11,26,0.14
focal_search,manhattan,3.0,easy,2,True,46,26,1.7692,437,913,4.5
focal_search,manhattan,3.0,easy,3,True,20,20,1.0,21,47,0.25
focal_search,manhattan,3.0,easy,4,True,31,21,1.4762,425,917,5.16
focal_search,manhattan,3.0,easy,5,True,33,25,1.32,76,164,1.84
focal_search,manhattan,3.0,easy,6,True,64,28,2.2857,1134,2331,13.19
focal_search,manhattan,3.0,easy,7,True,21,21,1.0,22,43,0.26
focal_search,manhattan,3.0,easy,8,True,41,19,2.1579,331,711,4.67
focal_search,manhattan,3.0,easy,9,True,45,19,2.3684,164,351,1.95
focal_search,manhattan,3.0,easy,10,True,26,20,1.3,280,616,3.29
focal_search,manhattan,3.0,easy,11,True,51,19,2.6842,5753,11620,63.84
focal_search,manhattan,3.0,easy,12,True,24,22,1.0909,27,60,0.33
focal_search,manhattan,3.0,easy,13,True,47,19,2.4737,2516,5246,30.77
focal_search,manhattan,3.0,easy,14,True,58,28,2.0714,1060,2227,11.53
focal_search,manhattan,3.0,easy,15,True,20,20,1.0,42,88,0.46
focal_search,manhattan,3.0,easy,16,True,29,23,1.2609,479,1016,6.33
focal_search,manhattan,3.0,easy,17,True,41,19,2.1579,161,346,1.88
focal_search,manhattan,3.0,easy,18,True,48,20,2.4,5260,10827,61.71
focal_search,manhattan,3.0,easy,19,True,17,17,1.0,41,93,0.54
focal_search,manhattan,3.0,medium,0,True,54,36,1.5,554,1186,6.36
focal_search,manhattan,3.0,medium,1,True,60,32,1.875,8711,17813,110.39
focal_search,manhattan,3.0,medium,2,True,40,28,1.4286,128,272,1.51
focal_search,manhattan,3.0,medium,3,True,33,23,1.4348,195,425,2.21
focal_search,manhattan,3.0,medium,4,True,74,32,2.3125,738,1564,9.5
focal_search,manhattan,3.0,medium,5,True,50,24,2.0833,1118,2319,12.55
focal_search,manhattan,3.0,medium,6,True,43,31,1.3871,209,440,3.18
focal_search,manhattan,3.0,medium,7,True,63,33,1.9091,1311,2727,16.13
focal_search,manhattan,3.0,medium,8,True,75,31,2.4194,2115,4382,24.83
focal_search,manhattan,3.0,medium,9,True,88,36,2.4444,15628,31115,184.96
focal_search,manhattan,3.0,medium,10,True,56,38,1.4737,379,827,5.14
focal_search,manhattan,3.0,medium,11,True,58,32,1.8125,342,702,3.74
focal_search,manhattan,3.0,medium,12,True,36,30,1.2,776,1665,9.53
focal_search,manhattan,3.0,medium,13,True,46,30,1.5333,227,493,2.87
focal_search,manhattan,3.0,medium,14,True,57,31,1.8387,2388,4771,25.94
focal_search,manhattan,3.0,medium,15,True,42,24,1.75,634,1326,7.88
focal_search,manhattan,3.0,medium,16,True,24,24,1.0,63,132,0.73
focal_search,manhattan,3.0,medium,17,True,55,25,2.2,1974,4050,21.08
focal_search,manhattan,3.0,medium,18,True,60,36,1.6667,64060,127055,792.18
focal_search,manhattan,3.0,medium,19,True,67,33,2.0303,614,1263,7.15
focal_search,manhattan,3.0,hard,0,True,58,38,1.5263,10680,21612,118.21
focal_search,manhattan,3.0,hard,1,True,81,43,1.8837,859,1795,9.7
focal_search,manhattan,3.0,hard,2,True,84,44,1.9091,1252,2561,15.24
focal_search,manhattan,3.0,hard,3,True,82,34,2.4118,11094,22354,131.96
focal_search,manhattan,3.0,hard,4,True,62,36,1.7222,93057,182613,1144.32
focal_search,manhattan,3.0,hard,5,True,61,33,1.8485,7369,15079,89.22
focal_search,manhattan,3.0,hard,6,True,111,51,2.1765,1828,3687,22.22
focal_search,manhattan,3.0,hard,7,True,93,47,1.9787,60259,118816,734.25
focal_search,manhattan,3.0,hard,8,True,84,36,2.3333,8333,16947,101.51
focal_search,manhattan,3.0,hard,9,True,99,45,2.2,1158,2406,14.53
focal_search,manhattan,3.0,hard,10,True,105,53,1.9811,5331,11051,66.31
focal_search,manhattan,3.0,hard,11,True,66,32,2.0625,14898,29844,165.88
focal_search,manhattan,3.0,hard,12,True,58,34,1.7059,1652,3300,20.91
focal_search,manhattan,3.0,hard,13,True,96,46,2.087,6895,14074,78.4
focal_search,manhattan,3.0,hard,14,True,72,40,1.8,465,995,5.36
focal_search,manhattan,3.0,hard,15,True,60,34,1.7647,2601,5221,30.1
focal_search,manhattan,3.0,hard,16,True,99,43,2.3023,5511,11241,60.33
focal_search,manhattan,3.0,hard,17,True,87,45,1.9333,2603,5273,28.62
focal_search,manhattan,3.0,hard,18,True,52,36,1.4444,287,596,3.18
focal_search,manhattan,3.0,hard,19,True,91,41,2.2195,10100,20445,115.04
ees,manhattan,3.0,easy,0,True,72,30,2.4,666,1415,12.32
ees,manhattan,3.0,easy,1,True,10,10,1.0,11,26,0.39
ees,manhattan,3.0,easy,2,True,46,26,1.7692,437,913,7.26
ees,manhattan,3.0,easy,3,True,20,20,1.0,21,47,0.39
ees,manhattan,3.0,easy,4,True,31,21,1.4762,425,917,8.51
ees,manhattan,3.0,easy,5,True,33,25,1.32,76,164,1.34
ees,manhattan,3.0,easy,6,True,64,28,2.2857,1134,2331,20.4
ees,manhattan,3.0,easy,7,True,21,21,1.0,22,43,0.35
ees,manhattan,3.0,easy,8,True,41,19,2.1579,331,711,5.73
ees,manhattan,3.0,easy,9,True,45,19,2.3684,164,351,3.41
ees,manhattan,3.0,easy,10,True,26,20,1.3,280,616,4.9
ees,manhattan,3.0,easy,11,True,51,19,2.6842,5753,11620,100.79
ees,manhattan,3.0,easy,12,True,24,22,1.0909,27,60,0.47
ees,manhattan,3.0,easy,13,True,47,19,2.4737,2516,5246,45.68
ees,manhattan,3.0,easy,14,True,58,28,2.0714,1060,2227,23.46
ees,manhattan,3.0,easy,15,True,20,20,1.0,42,88,0.97
ees,manhattan,3.0,easy,16,True,29,23,1.2609,479,1016,8.83
ees,manhattan,3.0,easy,17,True,41,19,2.1579,161,346,2.64
ees,manhattan,3.0,easy,18,True,48,20,2.4,5260,10827,95.24
ees,manhattan,3.0,easy,19,True,17,17,1.0,41,93,0.83
ees,manhattan,3.0,medium,0,True,54,36,1.5,554,1186,9.38
ees,manhattan,3.0,medium,1,True,60,32,1.875,8711,17813,158.61
ees,manhattan,3.0,medium,2,True,40,28,1.4286,128,272,2.31
ees,manhattan,3.0,medium,3,True,33,23,1.4348,195,425,3.4
ees,manhattan,3.0,medium,4,True,74,32,2.3125,738,1564,13.64
ees,manhattan,3.0,medium,5,True,50,24,2.0833,1118,2319,22.47
ees,manhattan,3.0,medium,6,True,43,31,1.3871,209,440,4.0
ees,manhattan,3.0,medium,7,True,63,33,1.9091,1311,2727,24.65
ees,manhattan,3.0,medium,8,True,75,31,2.4194,2115,4382,37.96
ees,manhattan,3.0,medium,9,True,88,36,2.4444,15628,31115,282.65
ees,manhattan,3.0,medium,10,True,56,38,1.4737,379,827,6.44
ees,manhattan,3.0,medium,11,True,58,32,1.8125,342,702,6.66
ees,manhattan,3.0,medium,12,True,36,30,1.2,776,1665,14.0
ees,manhattan,3.0,medium,13,True,46,30,1.5333,227,493,4.85
ees,manhattan,3.0,medium,14,True,57,31,1.8387,2388,4771,40.19
ees,manhattan,3.0,medium,15,True,42,24,1.75,634,1326,11.56
ees,manhattan,3.0,medium,16,True,24,24,1.0,63,132,1.03
ees,manhattan,3.0,medium,17,True,55,25,2.2,1974,4050,34.58
ees,manhattan,3.0,medium,18,True,60,36,1.6667,64060,127055,1217.7
ees,manhattan,3.0,medium,19,True,67,33,2.0303,614,1263,11.13
ees,manhattan,3.0,hard,0,True,58,38,1.5263,10680,21612,188.0
ees,manhattan,3.0,hard,1,True,81,43,1.8837,859,1795,15.53
ees,manhattan,3.0,hard,2,True,84,44,1.9091,1252,2561,22.2
ees,manhattan,3.0,hard,3,True,82,34,2.4118,11094,22354,202.36
ees,manhattan,3.0,hard,4,True,62,36,1.7222,93057,182613,1759.47
ees,manhattan,3.0,hard,5,True,61,33,1.8485,7369,15079,143.28
ees,manhattan,3.0,hard,6,True,111,51,2.1765,1828,3687,32.13
ees,manhattan,3.0,hard,7,True,93,47,1.9787,60259,118816,1147.18
ees,manhattan,3.0,hard,8,True,84,36,2.3333,8333,16947,160.96
ees,manhattan,3.0,hard,9,True,99,45,2.2,1158,2406,20.96
ees,manhattan,3.0,hard,10,True,105,53,1.9811,5331,11051,96.12
ees,manhattan,3.0,hard,11,True,66,32,2.0625,14898,29844,267.66
ees,manhattan,3.0,hard,12,True,58,34,1.7059,1652,3300,28.95
ees,manhattan,3.0,hard,13,True,96,46,2.087,6895,14074,122.67
ees,manhattan,3.0,hard,14,True,72,40,1.8,465,995,8.52
